task,model,selection_case,seed,seed_slot,error_key,selected_error,summary_best_point,line_label,run_path,epoch,metric_value
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,39,0.298647714362425
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,44,0.29019204097635604
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,49,0.2794976842754027
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,54,0.27086804649409124
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,59,0.2666770728195415
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,64,0.27039055596379674
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,69,0.26690375752308787
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,74,0.25791541337966917
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,79,0.26501280384905196
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,84,0.251583356366438
